id,LGD
LN27505350,0.28375515
LN87577497,0.26064122
LN31187397,0.261252
LN26159615,0.2699877
LN24067827,0.26292497
LN64244554,0.25851077
LN64700609,0.27619207
LN85286559,0.2466831
LN71614415,0.2583832
LN24190143,0.25348425
LN95378478,0.2840466
LN82259178,0.26447034
LN65913068,0.25405845
LN14918694,0.2830689
LN55714289,0.2549144
LN32608575,0.27591652
LN31113424,0.25666502
LN31432810,0.52557534
LN99097270,0.26317498
LN73641931,0.26561734
LN89676299,0.28177372
LN61135121,0.26008368
LN47404379,0.28601125
LN37755942,0.25099632
LN18253709,0.28610525
LN46419727,0.31264675
LN15255767,0.4496396
LN85627655,0.26878303
LN78888685,0.25093982
LN44427792,0.25588483
LN36828570,0.27537715
LN27175325,0.26356927
LN86860953,0.26375893
LN54957620,0.28506196
LN48867972,0.27061197
LN60991245,0.31101835
LN43281688,0.2628902
LN42283566,0.25125518
LN88368304,0.26798606
LN95034998,0.26003984
LN68677370,0.26987147
LN34430122,0.2752691
LN22183288,0.5254823
LN82209229,0.26886478
LN40154669,0.2572816
LN13476968,0.25879493
LN36508857,0.28987747
LN85278943,0.2686144
LN63215808,0.2837107
LN53814049,0.2830689
LN99626586,0.2761225
LN82441387,0.27567583
LN77176694,0.24812992
LN43567065,0.52074134
LN20238190,0.26835477
LN26398592,0.31306523
LN73232370,0.32215998
LN40517654,0.2492481
LN56211006,0.27031595
LN24648299,0.2871709
LN82661471,0.2940978
LN96652562,0.3212579
LN19053941,0.28207347
LN91978818,0.2546913
LN74126867,0.25781062
LN59555308,0.2885874
LN20075218,0.24323343
LN36804913,0.25863656
LN25422733,0.5248741
LN47037042,0.2583832
LN39955749,0.27245128
LN32160236,0.26911953
LN97369770,0.2757839
LN43578915,0.28725347
LN58827381,0.2985084
LN46809307,0.32008374
LN68867014,0.50959516
LN93050253,0.27687222
LN75183705,0.26332214
LN13995315,0.23038943
LN85293049,0.27875
LN51609992,0.2741073
LN33859855,0.25029343
LN95416388,0.26470408
LN69966304,0.27867362
LN89870455,0.24194328
LN31775531,0.27079216
LN43117830,0.26805854
LN18319341,0.25456834
LN51362728,0.26363012
LN37848740,0.26346457
LN28248690,0.27205992
LN86294025,0.27813503
LN22119206,0.2896297
LN15546702,0.27710205
LN10639493,0.25621477
LN76402302,0.26663125
LN82638995,0.5273315
LN85182406,0.2631991
LN20639629,0.26084036
LN74537333,0.26264098
LN14206685,0.25960302
LN61605507,0.27242598
LN87081904,0.2724697
LN49615424,0.2789554
LN53388879,0.25510034
LN31599949,0.24929859
LN72635108,0.27971867
LN88027678,0.2823129
LN82284184,0.260237
LN24569964,0.28477204
LN98224722,0.25403383
LN17295233,0.29104063
LN71133273,0.2690818
LN26399785,0.28154308
LN48582559,0.5354151
LN66029646,0.28882274
LN78521026,0.26343668
LN22172399,0.26317498
LN49319221,0.2694313
LN48348426,0.26589742
LN42913307,0.27491495
LN79479601,0.521169
LN37745565,0.26979244
LN84347888,0.2566696
LN87037664,0.29525623
LN53810479,0.5299403
LN50157017,0.26987413
LN59103315,0.25851077
LN35704361,0.2815426
LN20032856,0.24698906
LN50618212,0.2813938
LN50972286,0.2649472
LN17859861,0.26585
LN36457755,0.5152079
LN26513467,0.30155295
LN13769949,0.27557296
LN22441506,0.5202728
LN35675215,0.28463143
LN44159378,0.31277308
LN45944664,0.28699332
LN34942798,0.2712803
LN20102041,0.25700185
LN80830548,0.27426195
LN38339029,0.25442824
LN40232798,0.26051143
LN16664244,0.28758642
LN97309638,0.31804284
LN37436147,0.25697708
LN50441620,0.27785292
LN10886942,0.26770046
LN19719587,0.26805854
LN69359018,0.2754313
LN36275544,0.28064686
LN50629176,0.29525623
LN52242369,0.2981942
LN46155901,0.30116782
LN60083023,0.2588159
LN52227755,0.27836916
LN75410050,0.27989906
LN40546085,0.26774207
LN81365890,0.26490197
LN24299490,0.3148366
LN98117546,0.27474618
LN60629966,0.26455632
LN18373771,0.26800203
LN80483328,0.27253497
LN40837379,0.4152337
LN66218059,0.2498576
LN86383952,0.2792501
LN84964672,0.25807393
LN56006542,0.2699189
LN30369930,0.26774207
LN76905584,0.2536732
LN71841796,0.27263087
LN82982235,0.24876978
LN80880421,0.27607512
LN54342657,0.2631999
LN26042151,0.3136906
LN31830580,0.25828394
LN34859572,0.2535975
LN72588967,0.31558546
LN34609658,0.2642539
LN41404052,0.27710205
LN61345073,0.28158924
LN63175563,0.256179
LN64951350,0.2757839
LN97884732,0.25195286
LN46996584,0.27551046
LN73539214,0.25463915
LN25675740,0.27240676
LN31584129,0.30223894
LN73968207,0.3078252
LN68416071,0.26509836
LN15303746,0.30048183
LN36521130,0.27593866
LN96132725,0.28925577
LN36932719,0.265119
LN63248529,0.28031212
LN11170295,0.25914413
LN50861218,0.26635307
LN85710284,0.2673609
LN26503109,0.5270843
LN53169074,0.27923426
LN73198882,0.27071843
LN79714375,0.26428998
LN48605788,0.51478535
LN56886311,0.2595446
LN33418369,0.2669663
LN67002595,0.27194995
LN48923717,0.28422692
LN23714888,0.26224253
LN10919398,0.53158915
LN79384965,0.261252
LN59861805,0.26207817
LN19087211,0.26646006
LN24253897,0.24895687
LN83678845,0.2676011
LN69826039,0.5434735
LN80495042,0.26866695
LN85992122,0.26767397
LN95733075,0.26571003
LN29607396,0.29557005
LN24464068,0.5141247
LN79707904,0.30190584
LN26718727,0.30671492
LN17855020,0.2565162
LN51154938,0.31202003
LN80236239,0.2678799
LN79541933,0.26003048
LN38598564,0.2411802
LN68229451,0.28983608
LN11882549,0.26131174
LN35040143,0.5124195
LN91011547,0.2556828
LN37510359,0.27577105
LN68885768,0.30596346
LN89188487,0.25798956
LN42560030,0.28061154
LN64833804,0.26054195
LN13395113,0.2605413
LN26705262,0.25147828
LN12527628,0.24760386
LN54313833,0.322604
LN20989504,0.2546913
LN61652435,0.26155636
LN91197609,0.27919006
LN85682338,0.27192032
LN43033540,0.26319453
LN55674591,0.2642539
LN83430621,0.27828375
LN70815310,0.2614751
LN44161501,0.26990905
LN39831100,0.30300152
LN73812775,0.26209936
LN88873552,0.2685192
LN95744308,0.278149
LN72408857,0.28031212
LN62708761,0.28902486
LN27908513,0.277721
LN55660796,0.27950758
LN49795921,0.2789554
LN31504850,0.30377477
LN37482866,0.53637964
LN20950181,0.27344808
LN73588648,0.27019945
LN50482661,0.523486
LN66802397,0.29228595
LN64217870,0.25697708
LN95975734,0.27147907
LN99626326,0.27297994
LN89749207,0.26952353
LN68824851,0.27625164
LN40152905,0.27287272
LN16270292,0.24655734
LN41315546,0.25761855
LN80692253,0.27038637
LN66259085,0.25834212
LN26108160,0.53189546
LN17040491,0.27327877
LN25486878,0.26263332
LN40623700,0.25621477
LN83024897,0.2657492
LN56177040,0.5281053
LN30240314,0.26939106
LN65026128,0.27273786
LN96573202,0.2895141
LN73299127,0.265119
LN13862157,0.26274586
LN75999740,0.26132426
LN48787506,0.26660386
LN98533663,0.2475103
LN53143513,0.52404624
LN61889824,0.28012472
LN75471726,0.26467586
LN88299748,0.26061076
LN14731567,0.2718032
LN75466400,0.26075023
LN58653554,0.529664
LN27068143,0.24553244
LN48730635,0.2669003
LN88366171,0.2499513
LN93711307,0.26096812
LN77045344,0.27406406
LN81864248,0.27255616
LN16157416,0.26303476
LN77605502,0.26509836
LN86037918,0.27474117
LN21233399,0.30344322
LN29018991,0.27370173
LN92744443,0.26622263
LN56667917,0.27702695
LN74637604,0.281073
LN83379362,0.283213
LN60550108,0.26455632
LN85732946,0.25697708
LN83567060,0.26003984
LN95855921,0.25731722
LN62599315,0.28083906
LN31814199,0.28077272
LN36204806,0.27491495
LN92374997,0.26973122
LN86829840,0.53297836
LN92613646,0.23768847
LN30204817,0.26604104
LN20505816,0.28506196
LN27620490,0.29412428
LN51227031,0.26034942
LN84558902,0.46034425
LN65246075,0.30373335
LN60979989,0.26490197
LN11274862,0.31804284
LN37814391,0.30414385
LN32412754,0.25579473
LN21226880,0.24553244
LN94523990,0.27978733
LN12430343,0.53473395
LN25203991,0.28178596
LN42167128,0.2653812
LN45630380,0.25192443
LN49893374,0.25280598
LN52062528,0.25087664
LN19017283,0.25660196
LN54854923,0.25869253
LN86945897,0.27845177
LN61073791,0.2839928
LN56617968,0.2406164
LN30332193,0.2673479
LN81707874,0.27771476
LN74410184,0.2821302
LN38440829,0.23632817
LN56466793,0.24917717
LN19532869,0.27125156
LN18573725,0.26470408
LN27095486,0.27595344
LN57207187,0.26249722
LN50899911,0.2658365
LN85511397,0.27738604
LN83583056,0.27336875
LN18939556,0.26924464
LN36466409,0.25291932
LN48159524,0.2697681
LN26652679,0.31060413
LN20726647,0.2821335
LN89983277,0.27488488
LN37334742,0.27211928
LN15774547,0.5345116
LN15046679,0.25057748
LN29442947,0.31552258
LN43966746,0.5275823
LN37304580,0.28486198
LN59679685,0.26114842
LN77225114,0.39399529
LN36878351,0.30640492
LN39635324,0.29525623
LN73174297,0.28116453
LN76985895,0.2624432
LN40135754,0.27177313
LN13011141,0.25096658
LN49125370,0.31048435
LN52920205,0.54246455
LN82909852,0.25595734
LN21179236,0.27031595
LN82109342,0.28759423
LN29576292,0.30373335
LN79645749,0.31117034
LN26690046,0.27253497
LN57080813,0.25607347
LN58267002,0.27631685
LN52485335,0.5210781
LN83728739,0.27930608
LN77278379,0.32327995
LN70542292,0.26565865
LN75093690,0.25851077
LN29201757,0.29020038
LN65816191,0.2780209
LN13392792,0.2640513
LN23930901,0.26083827
LN93578178,0.26743388
LN72882056,0.2690818
LN25801836,0.2906251
LN77925422,0.2607696
LN81154146,0.2664239
LN12101852,0.284437
LN25439268,0.2494107
LN17505669,0.24500982
LN32045307,0.26640603
LN20234185,0.25731722
LN80793570,0.25434917
LN30824688,0.28204983
LN22619060,0.2738901
LN99870749,0.26186872
LN80738490,0.25595734
LN63847836,0.26107582
LN73418421,0.5258059
LN81669373,0.52695674
LN55012532,0.25700185
LN50815656,0.26561734
LN48546207,0.26387492
LN47189630,0.28611872
LN48923106,0.25221613
LN97447736,0.27292925
LN86751976,0.24392368
LN35813300,0.27730808
LN73610307,0.27785292
LN70102396,0.28699332
LN74059661,0.25841472
LN46081746,0.28265315
LN83979326,0.31060264
LN46729391,0.2561749
LN25715246,0.25711295
LN74884335,0.52487475
LN56310951,0.26356927
LN93638719,0.27147907
LN67487006,0.29209802
LN81361762,0.28575602
LN43873240,0.27555683
LN22880182,0.27930644
LN72570445,0.24064253
LN37747154,0.2840466
LN25531344,0.28834325
LN17604781,0.5214928
LN31297966,0.2762445
LN32516514,0.28312096
LN92595550,0.26373765
LN80688434,0.27410898
LN39495948,0.26258388
LN25885918,0.25029343
LN56265728,0.2549144
LN22427206,0.2822946
LN56678558,0.27557296
LN60847656,0.26561734
LN25366738,0.30518445
LN80911096,0.26173604
LN74715255,0.269597
LN14294652,0.30252385
LN11189371,0.28007847
LN59684467,0.26264098
LN44475135,0.25836322
LN11901843,0.5100477
LN85189646,0.24553244
LN37326351,0.30071616
LN11400508,0.27186084
LN89159921,0.23957093
LN36487825,0.27336553
LN53209322,0.27309763
LN78110040,0.257768
LN30223936,0.2780494
LN31791742,0.29706988
LN74065587,0.2934442
LN18341432,0.27449366
LN37984286,0.27961612
LN42197705,0.2726199
LN94699395,0.26911345
LN48533764,0.29595906
LN52807722,0.30100983
LN32139748,0.3091134
LN43523669,0.2780209
LN57334347,0.25865087
LN77259408,0.28059894
LN29418658,0.27527145
LN63765475,0.30513176
LN99176622,0.24362104
LN20107784,0.5350414
LN97587597,0.27106357
LN16902188,0.30414385
LN95232672,0.25272715
LN18755382,0.27309763
LN84417912,0.25029343
LN26200236,0.26558515
LN81714699,0.28422692
LN85565501,0.27836916
LN86030579,0.27195358
LN11585473,0.27004233
LN18774299,0.26621297
LN79651711,0.2669863
LN48207157,0.32329
LN19264744,0.27273786
LN68196062,0.53107077
LN72251099,0.28971085
LN45406158,0.25547275
LN82370408,0.25466436
LN15279290,0.277721
LN10143521,0.29063696
LN18236653,0.27320746
LN83033281,0.2741623
LN50783093,0.5205058
LN79860716,0.27311015
LN61406694,0.27610734
LN72854656,0.30658138
LN97890090,0.26774207
LN15148844,0.26608542
LN78389026,0.2734904
LN69511079,0.26510352
LN80500486,0.52703685
LN37316692,0.25284475
LN86953165,0.29228595
LN72056253,0.2821335
LN64441636,0.2625936
LN35998277,0.26459053
LN68473098,0.28463143
LN69894777,0.2575091
LN66875717,0.5294818
LN59584615,0.26264098
LN71403373,0.2847117
LN20454947,0.23317467
LN38875174,0.25087664
LN63540677,0.51852477
LN54502893,0.26373765
LN69977937,0.25323063
LN32288618,0.31415614
LN31308739,0.2808862
LN90965711,0.3136906
LN65082211,0.2669863
LN40104989,0.26419
LN77072861,0.23547761
LN85156713,0.25700185
LN78727240,0.2768637
LN85795103,0.28728196
LN34289753,0.2612869
LN91954967,0.25112757
LN46175141,0.28053734
LN54458905,0.2795393
LN50567958,0.26200032
LN18088382,0.2832501
LN49468903,0.2625936
LN41338120,0.2726203
LN11668419,0.26743388
LN66137161,0.30495223
LN96649884,0.27046362
LN75643261,0.5245308
LN45993656,0.51782453
LN84542746,0.2676397
LN62098396,0.4987863
LN86755979,0.25406387
LN97352627,0.26660386
LN46231168,0.24569686
LN99685542,0.264729
LN29595987,0.2797612
LN92948118,0.52695674
LN10693853,0.251917
LN91406580,0.5203788
LN34730252,0.26207817
LN25215329,0.29412428
LN15869713,0.29344073
LN43441610,0.5301202
LN95512375,0.27246764
LN32862785,0.26434258
LN10264620,0.27567583
LN33354291,0.2761225
LN76040853,0.2634181
LN59626615,0.28622368
LN84568946,0.5379115
LN71714762,0.27598736
LN31573024,0.26815647
LN71513146,0.26877505
LN65911385,0.3000252
LN50603572,0.29958594
LN30878900,0.30830985
LN68345546,0.28758642
LN52740797,0.26770046
LN12889051,0.27619207
LN99458939,0.32695624
LN50740504,0.29229346
LN63309711,0.2718032
LN68294951,0.2757839
LN57233586,0.2787658
LN73838695,0.27353173
LN47508638,0.31735685
LN91166996,0.2591651
LN60881755,0.28758642
LN73594046,0.29017305
LN64217989,0.2718572
LN39159316,0.26616558
LN15640678,0.26190034
LN58354053,0.264161
LN23062207,0.2458462
LN38570548,0.25476068
LN98861043,0.53543574
LN50265197,0.26356927
LN43249595,0.28725347
LN40128786,0.52557534
LN17529926,0.28098154
LN70345872,0.2770324
LN10918469,0.26646894
LN78706351,0.31804284
LN60815889,0.2739296
LN47106433,0.51410586
LN57148805,0.52695674
LN73067350,0.27275807
LN83278575,0.52424896
LN25298272,0.27415097
LN27658324,0.24031459
LN92394103,0.27308714
LN83512010,0.2492481
LN78277447,0.25102782
LN82916034,0.26759776
LN29341621,0.2646141
LN31421109,0.26805854
LN77468642,0.2697152
LN69333647,0.2556828
LN89788287,0.2695954
LN12002112,0.2634651
LN15496507,0.29711062
LN24127441,0.26938927
LN76410474,0.27166897
LN28140997,0.25565985
LN13210796,0.2777238
LN88982839,0.26158914
LN31319465,0.27614468
LN89509117,0.31513053
LN35700668,0.25093982
LN89197201,0.26304454
LN59896585,0.295108
LN22439674,0.26640603
LN54551292,0.25865087
LN93110933,0.25430068
LN86761172,0.26098433
LN83022464,0.25535712
LN37013991,0.32083264
LN83121387,0.5232391
LN26039750,0.27719972
LN64746564,0.2610645
LN15904013,0.27072534
LN24797242,0.25518996
LN74675862,0.28650463
LN20099533,0.2599565
LN85723850,0.25554726
LN27648085,0.3201119
LN43826230,0.269344
LN18624067,0.3000252
LN66452799,0.52557534
LN78880537,0.5352351
LN83830040,0.26731881
LN79687801,0.2839305
LN76598635,0.30373335
LN56192401,0.27406406
LN30037733,0.32764223
LN96279765,0.26207817
LN15555067,0.27601686
LN40352310,0.26679438
LN52655854,0.27754653
LN58832260,0.2910815
LN45777295,0.27370173
LN11137748,0.27767175
LN40119792,0.25976834
LN65469705,0.27084547
LN97555541,0.26718363
LN28134800,0.26504073
LN51121866,0.28630733
LN59163440,0.2735308
LN41115704,0.2642744
LN73383574,0.27481183
LN14165826,0.27673632
LN71358483,0.26450506
LN95870424,0.3009027
LN44733476,0.29042152
LN25121887,0.25863656
LN94256430,0.25291932
LN74909191,0.25860807
LN15683320,0.27109602
LN24367748,0.3201119
LN47376834,0.2700483
LN11421520,0.280809
LN24158262,0.27837986
LN81838239,0.25700185
LN16177019,0.53107077
LN82450546,0.2653812
LN88614010,0.24193056
LN16799389,0.2575483
LN53576210,0.25501043
LN23382187,0.2550405
LN56037976,0.52113986
LN41870322,0.2614776
LN31212763,0.55175906
LN35270218,0.28910786
LN48189998,0.5350414
LN12561869,0.2456653
LN34043819,0.52695674
LN18163912,0.24243744
LN61951313,0.26939106
LN30430224,0.269344
LN11494536,0.25243923
LN16596258,0.2634151
LN87670376,0.26637596
LN40903870,0.24775976
LN81272930,0.52856594
LN23126957,0.25443926
LN13149590,0.266378
LN91153570,0.26610306
LN75881282,0.27916545
LN36913442,0.30756414
LN57947955,0.2598747
LN84030709,0.25807393
LN63181780,0.25702024
LN27703400,0.24990281
LN54951402,0.29871044
LN23211198,0.25778514
LN96384325,0.31873626
LN74208637,0.24615411
LN84835696,0.27593616
LN73633570,0.25592136
LN29207957,0.26279327
LN66558727,0.2781122
LN26292401,0.5367069
LN50863545,0.2583388
LN37509975,0.25728807
LN19978886,0.2575589
LN43822549,0.2722544
LN73796142,0.27523565
LN44512031,0.29871044
LN71805860,0.2666772
LN65191435,0.269344
LN58500550,0.26007846
LN93931312,0.26911145
LN12376823,0.28366512
LN84683191,0.25093982
LN95843546,0.25784603
LN90775114,0.28177372
LN96274527,0.26230252
LN65868963,0.26231626
LN87181489,0.25437927
LN28066681,0.2772471
LN28714134,0.27638888
LN49793541,0.269597
LN58383333,0.2768099
LN49469524,0.25437927
LN67428870,0.24949528
LN60783179,0.27555683
LN45163956,0.27558836
LN81454959,0.5232019
LN31677391,0.29796472
LN27964584,0.2669003
LN96294256,0.2622685
LN65662061,0.25582716
LN55068102,0.2549144
LN46991438,0.25869855
LN20030570,0.28696194
LN54941168,0.26994565
LN37434966,0.24259453
LN22983159,0.28082654
LN98094819,0.5150685
LN20291906,0.29544282
LN93087195,0.24780571
LN95584867,0.3189277
LN52453161,0.27964735
LN88736069,0.25960302
LN31165994,0.25361615
LN94503121,0.26988074
LN83003459,0.2385806
LN74443653,0.2758264
LN99986307,0.28424585
LN60961138,0.27556282
LN79294557,0.2869084
LN47944707,0.2640743
LN94826625,0.25321773
LN85491544,0.25700185
LN63430664,0.28054437
LN30226705,0.25093982
LN85749666,0.26109686
LN99682959,0.2882454
LN85998239,0.2832501
LN49165053,0.2753942
LN63048068,0.28574795
LN68780139,0.30590057
LN65785543,0.25731722
LN55273138,0.5141247
LN27732331,0.2929245
LN85394432,0.2573271
LN23866263,0.26308995
LN91686220,0.27593616
LN13608688,0.27981284
LN53787736,0.28688878
LN59794161,0.2681139
LN13574179,0.22885324
LN76696399,0.25826353
LN29743509,0.2726718
LN24058650,0.25628868
LN34960957,0.26288447
LN39785929,0.26936397
LN11610287,0.22788085
LN36573717,0.2588159
LN95599400,0.24259453
LN16485917,0.29179803
LN97705136,0.26428998
LN87097942,0.2786096
LN96630128,0.2752232
LN67763372,0.2940978
LN67619360,0.2532239
LN33213021,0.28699332
LN15669230,0.25553262
LN83733274,0.26221633
LN36997319,0.31333274
LN89459549,0.26986024
LN30365492,0.25754032
LN38136408,0.27573997
LN63138453,0.267674
LN93727401,0.25897497
LN36755931,0.3065951
LN96883281,0.27403304
LN74582759,0.25700185
LN51710300,0.50886047
LN89562084,0.26940587
LN60829418,0.26831993
LN83861442,0.5110108
LN99308244,0.26470408
LN54026249,0.26258388
LN86670910,0.26805854
LN63614466,0.2668894
LN91386238,0.25284684
LN59154899,0.27619207
LN99186353,0.25961518
LN93123564,0.28292596
LN29008643,0.28666806
LN75795997,0.31804284
LN87882941,0.51699555
LN33074371,0.26877937
LN98423063,0.27556935
LN12709281,0.2732512
LN68330564,0.30599418
LN54731214,0.27727497
LN96917923,0.3004009
LN35652507,0.26171583
LN78632871,0.26230815
LN83591988,0.27612957
LN77662233,0.27923426
LN17186036,0.27406406
LN47891512,0.26752302
LN27039553,0.28934798
LN26746336,0.26666218
LN31874359,0.25286674
LN77146692,0.25841472
LN20194227,0.2607696
LN52001199,0.2695954
LN87532075,0.28069153
LN20451687,0.28188935
LN39655900,0.26676252
LN59811897,0.27355823
LN51190576,0.2670795
LN18894210,0.26637596
LN85604799,0.27864945
LN56522686,0.25822106
LN20453944,0.26770046
LN92451591,0.2690612
LN28736456,0.2535462
LN35334695,0.29325888
LN10942852,0.2811995
LN47865188,0.2677344
LN64816527,0.52183604
LN12573450,0.26003984
LN76676590,0.27395362
LN29981202,0.269344
LN33468994,0.24751581
LN17755834,0.2802641
LN66539840,0.26263332
LN64497962,0.25749183
LN96095239,0.30358696
LN60896895,0.28506196
LN71981984,0.2837189
LN95681258,0.26674736
LN13933463,0.2696859
LN77465750,0.25992015
